UniProt1	UniProt2	symbol1	symbol2	evidence type
O60333	O75044	KIF1B	SRGAP2	exp
O75044	O75044	SRGAP2	SRGAP2	exp;pred
O14757	O75044	CHEK1	SRGAP2	exp
O14786	O75051	NRP1	PLXNA2	exp;ortho
O43482	O75052	OIP5	NOS1AP	exp
O14980	O75052	XPO1	NOS1AP	exp
O14980	O75122	XPO1	CLASP2	exp
O60216	O75122	RAD21	CLASP2	exp;pred
O00571	O75147	DDX3X	OBSL1	exp
O43290	O75147	SART1	OBSL1	exp
O00139	O75147	KIF2A	OBSL1	exp
O75147	O75147	OBSL1	OBSL1	exp
O14980	O75147	XPO1	OBSL1	exp
O00541	O75147	PES1	OBSL1	exp
O60841	O75147	EIF5B	OBSL1	exp
O60506	O75147	SYNCRIP	OBSL1	exp
O43707	O75147	ACTN4	OBSL1	exp
O15226	O75147	NKRF	OBSL1	exp
O43809	O75147	NUDT21	OBSL1	exp
O60264	O75147	SMARCA5	OBSL1	exp
O43852	O75147	CALU	OBSL1	exp
O60341	O75147	KDM1A	OBSL1	exp
O60231	O75147	DHX16	OBSL1	exp
O00425	O75147	IGF2BP3	OBSL1	exp
O60749	O75150	SNX2	RNF40	exp
O43482	O75150	OIP5	RNF40	exp
O75150	O75150	RNF40	RNF40	exp
O43542	O75152	XRCC3	ZC3H11A	exp
O00716	O75152	E2F3	ZC3H11A	exp
O75147	O75152	OBSL1	ZC3H11A	exp
O60825	O75152	PFKFB2	ZC3H11A	exp
O60493	O75152	SNX3	ZC3H11A	exp
O43678	O75152	NDUFA2	ZC3H11A	exp
O15379	O75164	HDAC3	KDM4A	exp
O75164	O75164	KDM4A	KDM4A	exp
O75177	O75177	SS18L1	SS18L1	exp
O14964	O75177	HGS	SS18L1	exp
O43707	O75182	ACTN4	SIN3B	exp
O14965	O75182	AURKA	SIN3B	exp
O75190	O75190	DNAJB6	DNAJB6	exp
O15350	O75190	TP73	DNAJB6	exp
O14980	O75190	XPO1	DNAJB6	exp
O43715	O75208	TRIAP1	COQ9	exp
O75208	O75208	COQ9	COQ9	exp
O43819	O75208	SCO2	COQ9	exp
O75027	O75208	ABCB7	COQ9	exp
O60488	O75208	ACSL4	COQ9	exp
O00483	O75251	NDUFA4	NDUFS7	exp;pred
O43920	O75251	NDUFS5	NDUFS7	exp;pred
O75208	O75251	COQ9	NDUFS7	exp
O43678	O75251	NDUFA2	NDUFS7	exp;pred
O43181	O75251	NDUFS4	NDUFS7	exp;pred
O75251	O75251	NDUFS7	NDUFS7	exp
O14733	O75293	MAP2K7	GADD45B	exp
A5YKK6	O75293	CNOT1	GADD45B	exp
O60506	O75319	SYNCRIP	DUSP11	exp
O75319	O75319	DUSP11	DUSP11	exp
O00483	O75323	NDUFA4	NIPSNAP2	exp
O14980	O75323	XPO1	NIPSNAP2	exp
O75323	O75323	NIPSNAP2	NIPSNAP2	exp
O60341	O75323	KDM1A	NIPSNAP2	exp
O00148	O75323	DDX39A	NIPSNAP2	exp
O75208	O75323	COQ9	NIPSNAP2	exp
O75326	O75326	SEMA7A	SEMA7A	exp
O14980	O75340	XPO1	PDCD6	exp;ortho
O75027	O75340	ABCB7	PDCD6	exp
O14965	O75340	AURKA	PDCD6	exp
O00425	O75340	IGF2BP3	PDCD6	exp
O75340	O75340	PDCD6	PDCD6	exp;ortho
O43865	O75347	AHCYL1	TBCA	exp
O60739	O75347	EIF1B	TBCA	exp
O43865	O75351	AHCYL1	VPS4B	exp
O75356	O75356	ENTPD5	ENTPD5	exp
O75365	O75365	PTP4A3	PTP4A3	exp
O43156	O75365	TTI1	PTP4A3	exp
O00159	O75365	MYO1C	PTP4A3	exp
O60763	O75365	USO1	PTP4A3	exp
O43242	O75365	PSMD3	PTP4A3	exp
O14787	O75365	TNPO2	PTP4A3	exp
O43847	O75376	NRDC	NCOR1	exp
O43823	O75376	AKAP8	NCOR1	exp
O75376	O75376	NCOR1	NCOR1	exp
O15111	O75376	CHUK	NCOR1	exp;pred
O60907	O75376	TBL1X	NCOR1	exp;pred
O75164	O75376	KDM4A	NCOR1	exp;pred
O15379	O75376	HDAC3	NCOR1	exp;pred
O14867	O75376	BACH1	NCOR1	exp;pred
O43933	O75381	PEX1	PEX14	exp;ortho
O75381	O75381	PEX14	PEX14	exp;ortho
O00429	O75381	DNM1L	PEX14	exp
A5YKK6	O75381	CNOT1	PEX14	exp
O14974	O75386	PPP1R12A	TULP3	exp
O75147	O75386	OBSL1	TULP3	exp
O75376	O75386	NCOR1	TULP3	exp
O14983	O75386	ATP2A1	TULP3	exp
O60244	O75448	MED14	MED24	exp;ortho;pred
O60885	O75448	BRD4	MED24	exp
O43542	O75448	XRCC3	MED24	exp
A0A0C4ZLG8	O75448	TRA	MED24	exp
O43513	O75448	MED7	MED24	exp;pred
O75460	O75460	ERN1	ERN1	exp
O75376	O75469	NCOR1	NR1I2	exp;pred
O75469	O75469	NR1I2	NR1I2	exp;pred
O00482	O75469	NR5A2	NR1I2	exp;pred
O75147	O75475	OBSL1	PSIP1	exp
O00255	O75475	MEN1	PSIP1	exp
O43318	O75477	MAP3K7	ERLIN1	exp
O15503	O75477	INSIG1	ERLIN1	exp
O43542	O75477	XRCC3	ERLIN1	exp
O60244	O75478	MED14	TADA2A	exp
O60573	O75478	EIF4E2	TADA2A	exp
O15372	O75478	EIF3H	TADA2A	exp
O43823	O75478	AKAP8	TADA2A	exp
O43741	O75478	PRKAB2	TADA2A	exp
O00571	O75478	DDX3X	TADA2A	exp
O60231	O75478	DHX16	TADA2A	exp
O14964	O75478	HGS	TADA2A	exp
O75478	O75486	TADA2A	SUPT3H	exp;pred
O15379	O75496	HDAC3	GMNN	exp
O15344	O75496	MID1	GMNN	exp
O75496	O75496	GMNN	GMNN	exp
A8K8V0	O75496	ZNF785	GMNN	exp
O14965	O75496	AURKA	GMNN	exp
O14735	O75503	CDIPT	CLN5	exp
O43852	O75503	CALU	CLN5	exp
O14980	O75503	XPO1	CLN5	exp
O75478	O75528	TADA2A	TADA3	exp;pred
O75469	O75528	NR1I2	TADA3	exp
O75486	O75528	SUPT3H	TADA3	exp;ortho;pred
O00159	O75528	MYO1C	TADA3	exp
O43318	O75528	MAP3K7	TADA3	exp
O60341	O75528	KDM1A	TADA3	exp
O75486	O75529	SUPT3H	TAF5L	exp;ortho;pred
O75528	O75529	TADA3	TAF5L	exp;ortho;pred
O15296	O75529	ALOX15B	TAF5L	exp
O75530	O75530	EED	EED	exp
O60506	O75530	SYNCRIP	EED	exp;ortho
O43189	O75530	PHF1	EED	exp
O00255	O75530	MEN1	EED	exp;ortho;pred
O43809	O75530	NUDT21	EED	exp
O60264	O75530	SMARCA5	EED	exp;ortho;pred
O15379	O75530	HDAC3	EED	exp;pred
O60341	O75530	KDM1A	EED	exp;ortho;pred
O00257	O75530	CBX4	EED	exp;pred
O14497	O75530	ARID1A	EED	exp
O00571	O75530	DDX3X	EED	exp;ortho
O00148	O75530	DDX39A	EED	exp;ortho
O60216	O75530	RAD21	EED	exp;ortho
O75475	O75531	PSIP1	BANF1	exp
O75531	O75531	BANF1	BANF1	exp
O60493	O75558	SNX3	STX11	exp;pred
O75558	O75558	STX11	STX11	exp
O43741	O75558	PRKAB2	STX11	exp
O14964	O75558	HGS	STX11	exp
O60341	O75558	KDM1A	STX11	exp
O00161	O75558	SNAP23	STX11	exp;pred
O43463	O75558	SUV39H1	STX11	exp
O15169	O75558	AXIN1	STX11	exp
O75569	O75569	PRKRA	PRKRA	exp
O15111	O75569	CHUK	PRKRA	exp;pred
O60506	O75569	SYNCRIP	PRKRA	exp
O15226	O75569	NKRF	PRKRA	exp
O75581	O75581	LRP6	LRP6	exp
O15169	O75581	AXIN1	LRP6	exp;ortho;pred
O15118	O75581	NPC1	LRP6	exp
O15392	O75586	BIRC5	MED6	exp
O75478	O75586	TADA2A	MED6	exp
O60244	O75586	MED14	MED6	exp;ortho;pred
O43513	O75586	MED7	MED6	exp;ortho;pred
O75448	O75586	MED24	MED6	exp;pred
O00257	O75592	CBX4	MYCBP2	exp
O14656	O75596	TOR1A	CLEC3A	exp
O75503	O75596	CLN5	CLEC3A	exp
O14965	O75604	AURKA	USP2	exp
O15151	O75604	MDM4	USP2	exp;pred
O43318	O75604	MAP3K7	USP2	exp
O15519	O75618	CFLAR	DEDD	exp;pred
O75618	O75618	DEDD	DEDD	exp
O75628	O75628	REM1	REM1	exp
O43290	O75643	SART1	SNRNP200	exp
O75147	O75643	OBSL1	SNRNP200	exp
O60260	O75643	PRKN	SNRNP200	exp
O75643	O75643	SNRNP200	SNRNP200	exp
O75530	O75643	EED	SNRNP200	exp
O60934	O75665	NBN	OFD1	exp
O00487	O75665	PSMD14	OFD1	exp
O15078	O75665	CEP290	OFD1	exp;pred
O75665	O75665	OFD1	OFD1	exp
O00170	O75665	AIP	OFD1	exp
O43837	O75665	IDH3B	OFD1	exp
O15294	O75674	OGT	TOM1L1	exp
O14964	O75674	HGS	TOM1L1	exp;pred
O14980	O75688	XPO1	PPM1B	exp
O15111	O75688	CHUK	PPM1B	exp;pred
O14920	O75688	IKBKB	PPM1B	exp;pred
O43318	O75688	MAP3K7	PPM1B	exp;ortho;pred
O14936	O75688	CASK	PPM1B	exp
O75689	O75689	ADAP1	ADAP1	exp
O75530	O75691	EED	UTP20	exp;ortho
O75147	O75691	OBSL1	UTP20	exp
O43889	O75787	CREB3	ATP6AP2	exp
A0FGR8	O75787	ESYT2	ATP6AP2	exp
O75787	O75787	ATP6AP2	ATP6AP2	exp
O43504	O75787	LAMTOR5	ATP6AP2	exp
O43242	O75815	PSMD3	BCAR3	exp
O15027	O75815	SEC16A	BCAR3	exp
O43852	O75815	CALU	BCAR3	exp
O60506	O75815	SYNCRIP	BCAR3	exp
O60884	O75815	DNAJA2	BCAR3	exp
O60739	O75821	EIF1B	EIF3G	exp;pred
B5ME19	O75821	EIF3CL	EIF3G	exp
O75821	O75821	EIF3G	EIF3G	exp;ortho;pred
O15371	O75821	EIF3D	EIF3G	exp;pred
O00571	O75821	DDX3X	EIF3G	exp;pred
O00303	O75821	EIF3F	EIF3G	exp;pred
O15372	O75821	EIF3H	EIF3G	exp;pred
O15372	O75822	EIF3H	EIF3J	exp;pred
O00303	O75822	EIF3F	EIF3J	exp;pred
O00571	O75822	DDX3X	EIF3J	exp;pred
O15371	O75822	EIF3D	EIF3J	exp;pred
O75822	O75822	EIF3J	EIF3J	exp
O75821	O75822	EIF3G	EIF3J	exp;pred
O75528	O75822	TADA3	EIF3J	exp
O43242	O75832	PSMD3	PSMD10	exp;pred
O00487	O75832	PSMD14	PSMD10	exp;pred
O00299	O75832	CLIC1	PSMD10	exp
O43639	O75832	NCK2	PSMD10	exp
O60260	O75832	PRKN	PSMD10	exp;pred
O00231	O75832	PSMD11	PSMD10	exp;pred
O00232	O75832	PSMD12	PSMD10	exp;pred
O15263	O75844	DEFB4A;DEFB4B	ZMPSTE24	exp
O00624	O75844	SLC17A2	ZMPSTE24	exp
O43837	O75874	IDH3B	IDH1	exp;pred
O75874	O75874	IDH1	IDH1	exp;pred
O75888	O75888	TNFSF13	TNFSF13	exp;pred
A5X5Y0	O75915	HTR3E	ARL6IP5	exp
O00322	O75915	UPK1A	ARL6IP5	exp
O60333	O75923	KIF1B	DYSF	exp;ortho
O43189	O75923	PHF1	DYSF	exp
O75190	O75923	DNAJB6	DYSF	exp
O15105	O75925	SMAD7	PIAS1	exp
O75376	O75925	NCOR1	PIAS1	exp;pred
O15169	O75925	AXIN1	PIAS1	exp;ortho
O15350	O75925	TP73	PIAS1	exp;pred
O75925	O75925	PIAS1	PIAS1	exp
O43765	O75925	SGTA	PIAS1	exp
O75030	O75925	MITF	PIAS1	exp;pred
O43791	O75925	SPOP	PIAS1	exp
O15111	O75925	CHUK	PIAS1	exp;pred
O75925	O75928	PIAS1	PIAS2	exp;pred
O75030	O75928	MITF	PIAS2	exp;pred
O15379	O75928	HDAC3	PIAS2	exp;pred
O75928	O75928	PIAS2	PIAS2	exp
O43741	O75928	PRKAB2	PIAS2	exp
O43242	O75934	PSMD3	BCAS2	exp
O75528	O75934	TADA3	BCAS2	exp
O75643	O75934	SNRNP200	BCAS2	exp
O75530	O75934	EED	BCAS2	exp
O75147	O75934	OBSL1	BCAS2	exp
O14964	O75934	HGS	BCAS2	exp
O60934	O75943	NBN	RAD17	exp;pred
O75530	O75955	EED	FLOT1	exp;ortho
O75787	O75955	ATP6AP2	FLOT1	exp
O75147	O75955	OBSL1	FLOT1	exp
O75665	O75955	OFD1	FLOT1	exp
O75970	O75970	MPDZ	MPDZ	exp;pred
O60493	O75970	SNX3	MPDZ	exp
O60885	O76061	BRD4	STC2	exp
O76064	O76064	RNF8	RNF8	exp
O60934	O76064	NBN	RNF8	exp;pred
O75164	O76064	KDM4A	RNF8	exp
O43865	O76070	AHCYL1	SNCG	exp
O15379	O76076	HDAC3	WISP2	exp
O43422	O76076	THAP12	WISP2	exp
O75386	O76094	TULP3	SRP72	exp
O14980	O76094	XPO1	SRP72	exp
O60934	O94762	NBN	RECQL5	exp;pred
O94762	O94762	RECQL5	RECQL5	exp
O94761	O94762	RECQL4	RECQL5	exp
O14980	O94776	XPO1	MTA2	exp
O75323	O94776	NIPSNAP2	MTA2	exp
O75147	O94776	OBSL1	MTA2	exp
O60341	O94776	KDM1A	MTA2	exp;pred
O43521	O94776	BCL2L11	MTA2	exp
O75531	O94776	BANF1	MTA2	exp
O14980	O94817	XPO1	ATG12	exp;pred
O15162	O94817	PLSCR1	ATG12	exp
O75251	O94829	NDUFS7	IPO13	exp
O75486	O94864	SUPT3H	SUPT7L	exp;pred
O75528	O94864	TADA3	SUPT7L	exp;pred
O43638	O94874	FOXS1	UFL1	exp
O75365	O94874	PTP4A3	UFL1	exp
O14920	O94885	IKBKB	SASH1	exp;ortho
O43865	O94885	AHCYL1	SASH1	exp
O43318	O94885	MAP3K7	SASH1	exp;ortho
O15111	O94885	CHUK	SASH1	exp
O15397	O94885	IPO8	SASH1	exp
O00746	O94903	NME4	PLPBP	exp
O00165	O94905	HAX1	ERLIN2	exp
O15503	O94905	INSIG1	ERLIN2	exp
O75477	O94905	ERLIN1	ERLIN2	exp;ortho;pred
O75955	O94905	FLOT1	ERLIN2	exp
O75340	O94905	PDCD6	ERLIN2	exp
O75815	O94915	BCAR3	FRYL	exp
O94916	O94916	NFAT5	NFAT5	exp;ortho
O60343	O94916	TBC1D4	NFAT5	exp
O94921	O94921	CDK14	CDK14	exp
O75251	O94925	NDUFS7	GLS	exp
O75208	O94925	COQ9	GLS	exp
O94925	O94925	GLS	GLS	exp;ortho;pred
O94955	O94955	RHOBTB3	RHOBTB3	exp
O14503	O94955	BHLHE40	RHOBTB3	exp
O14964	O94955	HGS	RHOBTB3	exp
O43379	O94986	WDR62	CEP152	exp
O75665	O94986	OFD1	CEP152	exp
A5YKK6	O94986	CNOT1	CEP152	exp
O60885	O94992	BRD4	HEXIM1	exp;pred
O94992	O94992	HEXIM1	HEXIM1	exp
O95071	O95071	UBR5	UBR5	exp
O00139	O95071	KIF2A	UBR5	exp
O75558	O95071	STX11	UBR5	exp
O14829	O95071	PPEF1	UBR5	exp
O75469	O95071	NR1I2	UBR5	exp
O43542	O95071	XRCC3	UBR5	exp
O94762	O95071	RECQL5	UBR5	exp
O14746	O95071	TERT	UBR5	exp
O43683	O95071	BUB1	UBR5	exp
O14980	O95071	XPO1	UBR5	exp;pred
O15530	O95084	PDPK1	PRSS23	exp
O94761	O95084	RECQL4	PRSS23	exp
O14964	O95155	HGS	UBE4B	exp
O43678	O95155	NDUFA2	UBE4B	exp
O95155	O95155	UBE4B	UBE4B	exp;ortho
O00762	O95155	UBE2C	UBE4B	exp
O43865	O95155	AHCYL1	UBE4B	exp
O75351	O95155	VPS4B	UBE4B	exp
O43819	O95155	SCO2	UBE4B	exp
O15350	O95155	TP73	UBE4B	exp
O15226	O95166	NKRF	GABARAP	exp
O75934	O95166	BCAS2	GABARAP	exp
O00764	O95166	PDXK	GABARAP	exp
O00425	O95166	IGF2BP3	GABARAP	exp
O43809	O95166	NUDT21	GABARAP	exp
O60238	O95166	BNIP3L	GABARAP	exp;pred
O95166	O95166	GABARAP	GABARAP	exp
O75643	O95166	SNRNP200	GABARAP	exp
O00483	O95166	NDUFA4	GABARAP	exp
O15553	O95166	MEFV	GABARAP	exp
O60506	O95166	SYNCRIP	GABARAP	exp
O94817	O95166	ATG12	GABARAP	exp;pred
O14641	O95166	DVL2	GABARAP	exp
O00571	O95166	DDX3X	GABARAP	exp
O75323	O95166	NIPSNAP2	GABARAP	exp;pred
O75815	O95197	BCAR3	RTN3	exp
O14735	O95197	CDIPT	RTN3	exp
O43791	O95197	SPOP	RTN3	exp
O95197	O95197	RTN3	RTN3	exp
O14980	O95197	XPO1	RTN3	exp
O60506	O95202	SYNCRIP	LETM1	exp
O75208	O95202	COQ9	LETM1	exp
O00483	O95202	NDUFA4	LETM1	exp
O00141	O95202	SGK1	LETM1	exp
O95219	O95219	SNX4	SNX4	exp;pred
O60749	O95219	SNX2	SNX4	exp;pred
O75448	O95229	MED24	ZWINT	exp
O43683	O95229	BUB1	ZWINT	exp;pred
O95229	O95229	ZWINT	ZWINT	exp
O75558	O95229	STX11	ZWINT	exp
O43463	O95243	SUV39H1	MBD4	exp;pred
O60341	O95243	KDM1A	MBD4	exp
O60763	O95249	USO1	GOSR1	exp;ortho;pred
O75558	O95249	STX11	GOSR1	exp
O75787	O95249	ATP6AP2	GOSR1	exp
O15400	O95249	STX7	GOSR1	exp;pred
O95249	O95249	GOSR1	GOSR1	exp;ortho
O14980	O95251	XPO1	KAT7	exp
O75496	O95251	GMNN	KAT7	exp
O14576	O95251	DYNC1I1	KAT7	exp
O75821	O95257	EIF3G	GADD45G	exp
O00141	O95257	SGK1	GADD45G	exp
O75293	O95257	GADD45B	GADD45G	exp;pred
O15126	O95274	SCAMP1	LYPD3	exp
O14965	O95274	AURKA	LYPD3	exp
O43815	O95274	STRN	LYPD3	exp
O14787	O95274	TNPO2	LYPD3	exp
O94919	O95274	ENDOD1	LYPD3	exp
O75122	O95274	CLASP2	LYPD3	exp
O15297	O95274	PPM1D	LYPD3	exp
O60603	O95295	TLR2	SNAPIN	exp
O00161	O95295	SNAP23	SNAPIN	exp;pred
O75923	O95295	DYSF	SNAPIN	exp;ortho
O95251	O95295	KAT7	SNAPIN	exp
O14656	O95295	TOR1A	SNAPIN	exp
O60936	O95302	NOL3	FKBP9	exp
O00165	O95342	HAX1	ABCB11	exp;pred
O75376	O95342	NCOR1	ABCB11	exp
O75496	O95343	GMNN	SIX3	exp;pred
O95166	O95352	GABARAP	ATG7	exp;ortho;pred
O95352	O95352	ATG7	ATG7	exp;ortho
O60749	O95352	SNX2	ATG7	exp
O60701	O95352	UGDH	ATG7	exp
O94817	O95352	ATG12	ATG7	exp;ortho;pred
O75376	O95365	NCOR1	ZBTB7A	exp;pred
O15062	O95365	ZBTB5	ZBTB7A	exp
O94776	O95365	MTA2	ZBTB7A	exp;ortho;pred
O95365	O95365	ZBTB7A	ZBTB7A	exp
O75691	O95365	UTP20	ZBTB7A	exp
O15379	O95365	HDAC3	ZBTB7A	exp
O14544	O95376	SOCS6	ARIH2	exp
O75386	O95376	TULP3	ARIH2	exp
O95376	O95376	ARIH2	ARIH2	exp
O43526	O95376	KCNQ2	ARIH2	exp
O43683	O95376	BUB1	ARIH2	exp;pred
O43741	O95382	PRKAB2	MAP3K6	exp
O95382	O95382	MAP3K6	MAP3K6	exp
O14980	O95391	XPO1	SLU7	exp
O60341	O95391	KDM1A	SLU7	exp
O14744	O95391	PRMT5	SLU7	exp
O75147	O95400	OBSL1	CD2BP2	exp
O43765	O95400	SGTA	CD2BP2	exp
O00233	O95400	PSMD9	CD2BP2	exp
O75643	O95400	SNRNP200	CD2BP2	exp
O75531	O95400	BANF1	CD2BP2	exp
O95400	O95400	CD2BP2	CD2BP2	exp
O95391	O95400	SLU7	CD2BP2	exp
O43290	O95400	SART1	CD2BP2	exp;pred
O43865	O95400	AHCYL1	CD2BP2	exp
O43809	O95400	NUDT21	CD2BP2	exp
O43513	O95402	MED7	MED26	exp;pred
O75586	O95402	MED6	MED26	exp;pred
O95071	O95402	UBR5	MED26	exp
O94762	O95402	RECQL5	MED26	exp
O75478	O95402	TADA2A	MED26	exp
O75448	O95402	MED24	MED26	exp;pred
O14965	O95402	AURKA	MED26	exp
O95402	O95402	MED26	MED26	exp
O60244	O95402	MED14	MED26	exp;pred
O00629	O95402	KPNA4	MED26	exp
O00165	O95425	HAX1	SVIL	exp
O43707	O95425	ACTN4	SVIL	exp
O43683	O95425	BUB1	SVIL	exp
O43294	O95425	TGFB1I1	SVIL	exp;pred
O75955	O95425	FLOT1	SVIL	exp
O00159	O95425	MYO1C	SVIL	exp
A9UHW6	O95425	MIF4GD	SVIL	exp
O75190	O95429	DNAJB6	BAG4	exp
O75496	O95429	GMNN	BAG4	exp
O95166	O95429	GABARAP	BAG4	exp
O95274	O95429	LYPD3	BAG4	exp
O00148	O95433	DDX39A	AHSA1	exp
O00571	O95433	DDX3X	AHSA1	exp
O15355	O95433	PPM1G	AHSA1	exp
O75365	O95433	PTP4A3	AHSA1	exp
O94903	O95433	PLPBP	AHSA1	exp
O00629	O95433	KPNA4	AHSA1	exp
O00429	O95433	DNM1L	AHSA1	exp
O94874	O95433	UFL1	AHSA1	exp
O75821	O95433	EIF3G	AHSA1	exp
O43242	O95433	PSMD3	AHSA1	exp
O14744	O95433	PRMT5	AHSA1	exp
O14818	O95456	PSMA7	PSMG1	exp
O95456	O95456	PSMG1	PSMG1	exp
O94986	O95456	CEP152	PSMG1	exp
O60936	O95456	NOL3	PSMG1	exp
O14949	O95470	UQCRQ	SGPL1	exp
O75326	O95470	SEMA7A	SGPL1	exp
O00165	O95476	HAX1	CTDNEP1	exp
O60858	O95476	TRIM13	CTDNEP1	exp
O00624	O95476	SLC17A2	CTDNEP1	exp
O14964	O95477	HGS	ABCA1	exp
O75955	O95477	FLOT1	ABCA1	exp
O75970	O95477	MPDZ	ABCA1	exp
O60333	O95486	KIF1B	SEC24A	exp
O15027	O95486	SEC16A	SEC24A	exp
O43865	O95486	AHCYL1	SEC24A	exp
O00429	O95486	DNM1L	SEC24A	exp
O75460	O95486	ERN1	SEC24A	exp
O00762	O95486	UBE2C	SEC24A	exp
O14980	O95486	XPO1	SEC24A	exp
O95166	O95486	GABARAP	SEC24A	exp
A0MZ66	O95486	SHTN1	SEC24A	exp
O14983	O95498	ATP2A1	VNN2	exp
O75044	O95544	SRGAP2	NADK	exp
O60307	O95544	MAST3	NADK	exp
O95544	O95544	NADK	NADK	exp;pred
O60573	O95544	EIF4E2	NADK	exp
O43896	O95544	KIF1C	NADK	exp
O75251	O95571	NDUFS7	ETHE1	exp
O75874	O95571	IDH1	ETHE1	exp
O94986	O95613	CEP152	PCNT	exp
O75147	O95613	OBSL1	PCNT	exp
O94776	O95613	MTA2	PCNT	exp
O15078	O95613	CEP290	PCNT	exp;ortho;pred
O75665	O95613	OFD1	PCNT	exp
O43482	O95619	OIP5	YEATS4	exp
O43815	O95619	STRN	YEATS4	exp
O15516	O95619	CLOCK	YEATS4	exp
O00327	O95619	ARNTL	YEATS4	exp
A8MYZ6	O95619	FOXO6	YEATS4	exp
O43257	O95619	ZNHIT1	YEATS4	exp;pred
O15355	O95619	PPM1G	YEATS4	exp
O14980	O95619	XPO1	YEATS4	exp
O00221	O95619	NFKBIE	YEATS4	exp
O00233	O95619	PSMD9	YEATS4	exp
O76064	O95619	RNF8	YEATS4	exp
O60341	O95619	KDM1A	YEATS4	exp
O95622	O95622	ADCY5	ADCY5	exp;pred
O94762	O95630	RECQL5	STAMBP	exp
O15105	O95630	SMAD7	STAMBP	exp;pred
O95644	O95644	NFATC1	NFATC1	exp
O14497	O95644	ARID1A	NFATC1	exp
O15294	O95644	OGT	NFATC1	exp
O75925	O95644	PIAS1	NFATC1	exp
O75326	O95644	SEMA7A	NFATC1	exp
O14757	O95644	CHEK1	NFATC1	exp
O60264	O95644	SMARCA5	NFATC1	exp
O75147	O95644	OBSL1	NFATC1	exp
O15379	O95644	HDAC3	NFATC1	exp
O15297	O95661	PPM1D	DIRAS3	exp
O95429	O95661	BAG4	DIRAS3	exp
O60783	O95696	MRPS14	BRD1	exp
O95251	O95696	KAT7	BRD1	exp;pred
O75177	O95696	SS18L1	BRD1	exp
O15078	O95714	CEP290	HERC2	exp
O75688	O95714	PPM1B	HERC2	exp
O95714	O95714	HERC2	HERC2	exp
O43819	O95714	SCO2	HERC2	exp
O15062	O95714	ZBTB5	HERC2	exp
O15371	O95714	EIF3D	HERC2	exp
O43933	O95714	PEX1	HERC2	exp
O00231	O95714	PSMD11	HERC2	exp
O76064	O95714	RNF8	HERC2	exp
O15372	O95714	EIF3H	HERC2	exp
O95405	O95714	ZFYVE9	HERC2	exp
O75821	O95714	EIF3G	HERC2	exp
O95295	O95714	SNAPIN	HERC2	exp
O00487	O95714	PSMD14	HERC2	exp
O75147	O95714	OBSL1	HERC2	exp
O75044	O95714	SRGAP2	HERC2	exp;pred
O43379	O95714	WDR62	HERC2	exp
O60260	O95718	PRKN	ESRRB	exp
O75190	O95718	DNAJB6	ESRRB	exp
O95470	O95718	SGPL1	ESRRB	exp
O60884	O95718	DNAJA2	ESRRB	exp
O00483	O95718	NDUFA4	ESRRB	exp
O95747	O95747	OXSR1	OXSR1	exp
O60884	O95757	DNAJA2	HSPA4L	exp
O60610	O95757	DIAPH1	HSPA4L	exp
O43765	O95757	SGTA	HSPA4L	exp
O43852	O95757	CALU	HSPA4L	exp
O75376	O95758	NCOR1	PTBP3	exp
O95319	O95758	CELF2	PTBP3	exp;pred
O14787	O95758	TNPO2	PTBP3	exp
O43852	O95758	CALU	PTBP3	exp
O14757	O95758	CHEK1	PTBP3	exp
O14867	O95758	BACH1	PTBP3	exp
O75531	O95758	BANF1	PTBP3	exp
O15294	O95758	OGT	PTBP3	exp
O14908	O95758	GIPC1	PTBP3	exp
O75340	O95758	PDCD6	PTBP3	exp
O75934	O95758	BCAS2	PTBP3	exp
O75122	O95758	CLASP2	PTBP3	exp
O15027	O95758	SEC16A	PTBP3	exp
O60884	O95758	DNAJA2	PTBP3	exp
O60264	O95758	SMARCA5	PTBP3	exp
O14980	O95758	XPO1	PTBP3	exp
O15169	O95758	AXIN1	PTBP3	exp
O60493	O95758	SNX3	PTBP3	exp
O14980	O95760	XPO1	IL33	exp
O00571	O95786	DDX3X	DDX58	exp
O15205	O95786	UBD	DDX58	exp
O43422	O95786	THAP12	DDX58	exp
O94817	O95786	ATG12	DDX58	exp;pred
O95786	O95786	DDX58	DDX58	exp
O75569	O95786	PRKRA	DDX58	exp
O14978	O95789	ZNF263	ZMYM6	exp
O15371	O95793	EIF3D	STAU1	exp
O00571	O95793	DDX3X	STAU1	exp;pred
O60506	O95793	SYNCRIP	STAU1	exp
O76094	O95793	SRP72	STAU1	exp
O14654	O95793	IRS4	STAU1	exp
O43896	O95793	KIF1C	STAU1	exp
O75643	O95793	SNRNP200	STAU1	exp
O95793	O95793	STAU1	STAU1	exp;pred
O43809	O95793	NUDT21	STAU1	exp
O43159	O95793	RRP8	STAU1	exp
O14980	O95793	XPO1	STAU1	exp
O00425	O95793	IGF2BP3	STAU1	exp
O14617	O95793	AP3D1	STAU1	exp
O75569	O95793	PRKRA	STAU1	exp
O43290	O95793	SART1	STAU1	exp
O43242	O95793	PSMD3	STAU1	exp
O14735	O95793	CDIPT	STAU1	exp
O14576	O95793	DYNC1I1	STAU1	exp;pred
O15226	O95793	NKRF	STAU1	exp
O95810	O95810	CAVIN2	CAVIN2	exp
O75364	O95810	PITX3	CAVIN2	exp
